ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2014,"2014",0,"Total",29451,7842.000000000001,"Census Tract 24, Fulton County, GA","14000US13121002400"
2014,"2014",0,"Total",22351,3775,"Census Tract 25, Fulton County, GA","14000US13121002500"
2014,"2014",0,"Total",30118,12680,"Census Tract 26, Fulton County, GA","14000US13121002600"
2014,"2014",0,"Total",20915,5961,"Census Tract 28, Fulton County, GA","14000US13121002800"
2014,"2014",0,"Total",60667,11570,"Census Tract 29, Fulton County, GA","14000US13121002900"
2014,"2014",0,"Total",86103,13319,"Census Tract 30, Fulton County, GA","14000US13121003000"
2014,"2014",0,"Total",47843,7470,"Census Tract 31, Fulton County, GA","14000US13121003100"
2014,"2014",0,"Total",52770,7652,"Census Tract 32, Fulton County, GA","14000US13121003200"
2014,"2014",0,"Total",53953,3892,"Census Tract 35, Fulton County, GA","14000US13121003500"
2014,"2014",0,"Total",30375,14801,"Census Tract 36, Fulton County, GA","14000US13121003600"
2014,"2014",0,"Total",21071,18604,"Census Tract 38, Fulton County, GA","14000US13121003800"
2014,"2014",0,"Total",21875,11646,"Census Tract 39, Fulton County, GA","14000US13121003900"
2014,"2014",0,"Total",25388,5265,"Census Tract 40, Fulton County, GA","14000US13121004000"
2014,"2014",0,"Total",24554,6537,"Census Tract 41, Fulton County, GA","14000US13121004100"
2014,"2014",0,"Total",19055,6188,"Census Tract 42, Fulton County, GA","14000US13121004200"
2014,"2014",0,"Total",30272,7445.999999999999,"Census Tract 43, Fulton County, GA","14000US13121004300"
2014,"2014",0,"Total",18359,3855.0000000000005,"Census Tract 44, Fulton County, GA","14000US13121004400"
2014,"2014",0,"Total",11199,3102,"Census Tract 48, Fulton County, GA","14000US13121004800"
2014,"2014",0,"Total",58887,2975,"Census Tract 49, Fulton County, GA","14000US13121004900"
2014,"2014",0,"Total",61806,11875,"Census Tract 50, Fulton County, GA","14000US13121005000"
2014,"2014",0,"Total",83542,18458,"Census Tract 52, Fulton County, GA","14000US13121005200"
2014,"2014",0,"Total",91216,10989,"Census Tract 53, Fulton County, GA","14000US13121005300"
2014,"2014",0,"Total",25321,10745,"Census Tract 55.01, Fulton County, GA","14000US13121005501"
2014,"2014",0,"Total",16726,2728,"Census Tract 55.02, Fulton County, GA","14000US13121005502"
2014,"2014",0,"Total",17717,5144,"Census Tract 57, Fulton County, GA","14000US13121005700"
2014,"2014",0,"Total",25795,14104.000000000002,"Census Tract 58, Fulton County, GA","14000US13121005800"
2014,"2014",0,"Total",26359,7941.999999999999,"Census Tract 60, Fulton County, GA","14000US13121006000"
2014,"2014",0,"Total",26107,11053,"Census Tract 61, Fulton County, GA","14000US13121006100"
2014,"2014",0,"Total",24844,6535,"Census Tract 62, Fulton County, GA","14000US13121006200"
2014,"2014",0,"Total",22009,5048,"Census Tract 63, Fulton County, GA","14000US13121006300"
2014,"2014",0,"Total",31324,18232,"Census Tract 64, Fulton County, GA","14000US13121006400"
2014,"2014",0,"Total",41869,3451,"Census Tract 65, Fulton County, GA","14000US13121006500"
2014,"2014",0,"Total",29911,9105,"Census Tract 66.01, Fulton County, GA","14000US13121006601"
2014,"2014",0,"Total",13872,4731,"Census Tract 66.02, Fulton County, GA","14000US13121006602"
2014,"2014",0,"Total",19629,2466,"Census Tract 67, Fulton County, GA","14000US13121006700"
2014,"2014",0,"Total",2499,,"Census Tract 68.02, Fulton County, GA","14000US13121006802"
2014,"2014",0,"Total",44271,9719,"Census Tract 69, Fulton County, GA","14000US13121006900"
2014,"2014",0,"Total",25441,7338.999999999999,"Census Tract 70.01, Fulton County, GA","14000US13121007001"
2014,"2014",0,"Total",25496,6852,"Census Tract 70.02, Fulton County, GA","14000US13121007002"
2014,"2014",0,"Total",19470,4891,"Census Tract 71, Fulton County, GA","14000US13121007100"
2014,"2014",0,"Total",23708,7240,"Census Tract 72, Fulton County, GA","14000US13121007200"
2014,"2014",0,"Total",22982,4943,"Census Tract 73, Fulton County, GA","14000US13121007300"
2014,"2014",0,"Total",14879,2182,"Census Tract 74, Fulton County, GA","14000US13121007400"
2014,"2014",0,"Total",16695,4893,"Census Tract 75, Fulton County, GA","14000US13121007500"
2014,"2014",0,"Total",35446,7590,"Census Tract 76.02, Fulton County, GA","14000US13121007602"
2014,"2014",0,"Total",14112,2421,"Census Tract 76.03, Fulton County, GA","14000US13121007603"
2014,"2014",0,"Total",16289,3282,"Census Tract 76.04, Fulton County, GA","14000US13121007604"
2014,"2014",0,"Total",40793,7725.000000000001,"Census Tract 77.03, Fulton County, GA","14000US13121007703"
2014,"2014",0,"Total",33474,8210,"Census Tract 77.04, Fulton County, GA","14000US13121007704"
2014,"2014",0,"Total",19248,4314,"Census Tract 77.05, Fulton County, GA","14000US13121007705"
2014,"2014",0,"Total",42258,4126,"Census Tract 77.06, Fulton County, GA","14000US13121007706"
2014,"2014",0,"Total",46056,4090,"Census Tract 78.02, Fulton County, GA","14000US13121007802"
2014,"2014",0,"Total",32401,8839,"Census Tract 78.05, Fulton County, GA","14000US13121007805"
2014,"2014",0,"Total",31552,6329,"Census Tract 78.06, Fulton County, GA","14000US13121007806"
2014,"2014",0,"Total",17324,4766,"Census Tract 78.07, Fulton County, GA","14000US13121007807"
2014,"2014",0,"Total",11440,4097,"Census Tract 78.08, Fulton County, GA","14000US13121007808"
2014,"2014",0,"Total",58750,12510,"Census Tract 79, Fulton County, GA","14000US13121007900"
2014,"2014",0,"Total",38056,8103.999999999999,"Census Tract 80, Fulton County, GA","14000US13121008000"
2014,"2014",0,"Total",28929,2775,"Census Tract 81.01, Fulton County, GA","14000US13121008101"
2014,"2014",0,"Total",23032,4156,"Census Tract 81.02, Fulton County, GA","14000US13121008102"
2014,"2014",0,"Total",27001,3508,"Census Tract 82.01, Fulton County, GA","14000US13121008201"
2014,"2014",0,"Total",25757,6184,"Census Tract 82.02, Fulton County, GA","14000US13121008202"
2014,"2014",0,"Total",29926,5398,"Census Tract 83.01, Fulton County, GA","14000US13121008301"
2014,"2014",0,"Total",27381,7136,"Census Tract 83.02, Fulton County, GA","14000US13121008302"
2014,"2014",0,"Total",19250,4937,"Census Tract 84, Fulton County, GA","14000US13121008400"
2014,"2014",0,"Total",27740,2833,"Census Tract 85, Fulton County, GA","14000US13121008500"
2014,"2014",0,"Total",20440,4223,"Census Tract 86.01, Fulton County, GA","14000US13121008601"
2014,"2014",0,"Total",30563,11945,"Census Tract 86.02, Fulton County, GA","14000US13121008602"
2014,"2014",0,"Total",26279,4627,"Census Tract 87, Fulton County, GA","14000US13121008700"
2014,"2014",0,"Total",93750,18073,"Census Tract 88, Fulton County, GA","14000US13121008800"
2014,"2014",0,"Total",52442,4782,"Census Tract 89.02, Fulton County, GA","14000US13121008902"
2014,"2014",0,"Total",70771,2253,"Census Tract 89.03, Fulton County, GA","14000US13121008903"
2014,"2014",0,"Total",68098,13057,"Census Tract 89.04, Fulton County, GA","14000US13121008904"
2014,"2014",0,"Total",104038,5947,"Census Tract 90, Fulton County, GA","14000US13121009000"
2014,"2014",0,"Total",69750,10692,"Census Tract 91.01, Fulton County, GA","14000US13121009101"
2014,"2014",0,"Total",53482,21768,"Census Tract 91.02, Fulton County, GA","14000US13121009102"
2014,"2014",0,"Total",53331,3698.0000000000005,"Census Tract 92, Fulton County, GA","14000US13121009200"
2014,"2014",0,"Total",95179,12371,"Census Tract 93, Fulton County, GA","14000US13121009300"
2014,"2014",0,"Total",63799,3283,"Census Tract 94.02, Fulton County, GA","14000US13121009402"
2014,"2014",0,"Total",41296,13442,"Census Tract 94.03, Fulton County, GA","14000US13121009403"
2014,"2014",0,"Total",72282,19852,"Census Tract 94.04, Fulton County, GA","14000US13121009404"
2014,"2014",0,"Total",133750,24129,"Census Tract 95.01, Fulton County, GA","14000US13121009501"
2014,"2014",0,"Total",48068,6194,"Census Tract 95.02, Fulton County, GA","14000US13121009502"
2014,"2014",0,"Total",93026,14725,"Census Tract 96.01, Fulton County, GA","14000US13121009601"
2014,"2014",0,"Total",91875,18130,"Census Tract 96.02, Fulton County, GA","14000US13121009602"
2014,"2014",0,"Total",61908,10630,"Census Tract 96.03, Fulton County, GA","14000US13121009603"
2014,"2014",0,"Total",164659,42438,"Census Tract 97, Fulton County, GA","14000US13121009700"
2014,"2014",0,"Total",132143,34755,"Census Tract 98.01, Fulton County, GA","14000US13121009801"
2014,"2014",0,"Total",154702,15636,"Census Tract 98.02, Fulton County, GA","14000US13121009802"
2014,"2014",0,"Total",108800,21040,"Census Tract 99, Fulton County, GA","14000US13121009900"
2014,"2014",0,"Total",100921,20075,"Census Tract 100.01, Fulton County, GA","14000US13121010001"
2014,"2014",0,"Total",142375,21354,"Census Tract 100.02, Fulton County, GA","14000US13121010002"
2014,"2014",0,"Total",53763,7941,"Census Tract 101.14, Fulton County, GA","14000US13121010114"
2014,"2014",0,"Total",163194,33357,"Census Tract 102.06, Fulton County, GA","14000US13121010206"
2014,"2014",0,"Total",158209,53117,"Census Tract 102.11, Fulton County, GA","14000US13121010211"
2014,"2014",0,"Total",70352,14837.000000000002,"Census Tract 103.03, Fulton County, GA","14000US13121010303"
2014,"2014",0,"Total",37118,17938,"Census Tract 108, Fulton County, GA","14000US13121010800"
2014,"2014",0,"Total",9335,3891.0000000000005,"Census Tract 118, Fulton County, GA","14000US13121011800"
2014,"2014",0,"Total",24083,7415,"Census Tract 119, Fulton County, GA","14000US13121011900"
2014,"2014",0,"Total",12333,3415.0000000000005,"Census Tract 120, Fulton County, GA","14000US13121012000"
2013,"2013",0,"Total",159362,16849,"Census Tract 201, DeKalb County, GA","14000US13089020100"
2013,"2013",0,"Total",79289,20747,"Census Tract 202, DeKalb County, GA","14000US13089020200"
2013,"2013",0,"Total",104311,25709,"Census Tract 203, DeKalb County, GA","14000US13089020300"
2013,"2013",0,"Total",83378,4178,"Census Tract 204, DeKalb County, GA","14000US13089020400"
2013,"2013",0,"Total",39282,7824.999999999999,"Census Tract 205, DeKalb County, GA","14000US13089020500"
2013,"2013",0,"Total",39718,9394,"Census Tract 206, DeKalb County, GA","14000US13089020600"
2013,"2013",0,"Total",46458,12509,"Census Tract 207, DeKalb County, GA","14000US13089020700"
2013,"2013",0,"Total",70556,11458,"Census Tract 208.01, DeKalb County, GA","14000US13089020801"
2013,"2013",0,"Total",42679,8274,"Census Tract 208.02, DeKalb County, GA","14000US13089020802"
2013,"2013",0,"Total",37242,6565,"Census Tract 209, DeKalb County, GA","14000US13089020900"
2013,"2013",0,"Total",69917,15093,"Census Tract 224.01, DeKalb County, GA","14000US13089022401"
2013,"2013",0,"Total",25772,5774,"Census Tract 237, DeKalb County, GA","14000US13089023700"
2013,"2013",0,"Total",125819,15644.000000000002,"Census Tract 1, Fulton County, GA","14000US13121000100"
2013,"2013",0,"Total",94125,19161,"Census Tract 2, Fulton County, GA","14000US13121000200"
2013,"2013",0,"Total",105938,25568,"Census Tract 4, Fulton County, GA","14000US13121000400"
2013,"2013",0,"Total",77865,17528,"Census Tract 5, Fulton County, GA","14000US13121000500"
2013,"2013",0,"Total",43570,2966,"Census Tract 6, Fulton County, GA","14000US13121000600"
2013,"2013",0,"Total",63594,16799,"Census Tract 7, Fulton County, GA","14000US13121000700"
2013,"2013",0,"Total",64583,13615.000000000002,"Census Tract 10.01, Fulton County, GA","14000US13121001001"
2013,"2013",0,"Total",24028,21384,"Census Tract 10.02, Fulton County, GA","14000US13121001002"
2013,"2013",0,"Total",72762,12467,"Census Tract 11, Fulton County, GA","14000US13121001100"
2013,"2013",0,"Total",53623,9898,"Census Tract 12.01, Fulton County, GA","14000US13121001201"
2013,"2013",0,"Total",65255,6274,"Census Tract 12.02, Fulton County, GA","14000US13121001202"
2013,"2013",0,"Total",56320,10133,"Census Tract 13, Fulton County, GA","14000US13121001300"
2013,"2013",0,"Total",69018,9706,"Census Tract 14, Fulton County, GA","14000US13121001400"
2013,"2013",0,"Total",60722,10135,"Census Tract 15, Fulton County, GA","14000US13121001500"
2013,"2013",0,"Total",63750,11206,"Census Tract 16, Fulton County, GA","14000US13121001600"
2013,"2013",0,"Total",32847,17912,"Census Tract 17, Fulton County, GA","14000US13121001700"
2013,"2013",0,"Total",32453,9848,"Census Tract 18, Fulton County, GA","14000US13121001800"
2013,"2013",0,"Total",51098,12678,"Census Tract 19, Fulton County, GA","14000US13121001900"
2013,"2013",0,"Total",35250,12418,"Census Tract 21, Fulton County, GA","14000US13121002100"
2013,"2013",0,"Total",19840,5563,"Census Tract 23, Fulton County, GA","14000US13121002300"
2013,"2013",0,"Total",30500,5407,"Census Tract 24, Fulton County, GA","14000US13121002400"
2013,"2013",0,"Total",19912,4661,"Census Tract 25, Fulton County, GA","14000US13121002500"
2013,"2013",0,"Total",30458,11790,"Census Tract 26, Fulton County, GA","14000US13121002600"
2013,"2013",0,"Total",15172,7250,"Census Tract 28, Fulton County, GA","14000US13121002800"
2013,"2013",0,"Total",64671,15709.999999999998,"Census Tract 29, Fulton County, GA","14000US13121002900"
2013,"2013",0,"Total",71875,17047,"Census Tract 30, Fulton County, GA","14000US13121003000"
2013,"2013",0,"Total",47941,3494.9999999999995,"Census Tract 31, Fulton County, GA","14000US13121003100"
2013,"2013",0,"Total",48699,5425,"Census Tract 32, Fulton County, GA","14000US13121003200"
2013,"2013",0,"Total",56190,6383,"Census Tract 35, Fulton County, GA","14000US13121003500"
2013,"2013",0,"Total",30107,14053,"Census Tract 36, Fulton County, GA","14000US13121003600"
2013,"2013",0,"Total",21932,23393,"Census Tract 38, Fulton County, GA","14000US13121003800"
2013,"2013",0,"Total",19808,13384,"Census Tract 39, Fulton County, GA","14000US13121003900"
2013,"2013",0,"Total",26875,4418,"Census Tract 40, Fulton County, GA","14000US13121004000"
2013,"2013",0,"Total",22372,4834,"Census Tract 41, Fulton County, GA","14000US13121004100"
2013,"2013",0,"Total",18722,2967,"Census Tract 42, Fulton County, GA","14000US13121004200"
2013,"2013",0,"Total",31607,5641,"Census Tract 43, Fulton County, GA","14000US13121004300"
2013,"2013",0,"Total",18778,1796.0000000000002,"Census Tract 44, Fulton County, GA","14000US13121004400"
2013,"2013",0,"Total",10785,1395,"Census Tract 48, Fulton County, GA","14000US13121004800"
2013,"2013",0,"Total",58485,3580.9999999999995,"Census Tract 49, Fulton County, GA","14000US13121004900"
2013,"2013",0,"Total",57670,9406,"Census Tract 50, Fulton County, GA","14000US13121005000"
2013,"2013",0,"Total",78438,14472,"Census Tract 52, Fulton County, GA","14000US13121005200"
2013,"2013",0,"Total",91250,15607,"Census Tract 53, Fulton County, GA","14000US13121005300"
2013,"2013",0,"Total",20150,7857.000000000001,"Census Tract 55.01, Fulton County, GA","14000US13121005501"
2013,"2013",0,"Total",16321,2742,"Census Tract 55.02, Fulton County, GA","14000US13121005502"
2013,"2013",0,"Total",16310,3924.9999999999995,"Census Tract 57, Fulton County, GA","14000US13121005700"
2013,"2013",0,"Total",20345,10213,"Census Tract 58, Fulton County, GA","14000US13121005800"
2013,"2013",0,"Total",23409,6602,"Census Tract 60, Fulton County, GA","14000US13121006000"
2013,"2013",0,"Total",22500,10112,"Census Tract 61, Fulton County, GA","14000US13121006100"
2013,"2013",0,"Total",20900,2763,"Census Tract 62, Fulton County, GA","14000US13121006200"
2013,"2013",0,"Total",23398,4221,"Census Tract 63, Fulton County, GA","14000US13121006300"
2013,"2013",0,"Total",27159,6393,"Census Tract 64, Fulton County, GA","14000US13121006400"
2013,"2013",0,"Total",42442,3863,"Census Tract 65, Fulton County, GA","14000US13121006500"
2013,"2013",0,"Total",30234,7223,"Census Tract 66.01, Fulton County, GA","14000US13121006601"
2013,"2013",0,"Total",12439,2431,"Census Tract 66.02, Fulton County, GA","14000US13121006602"
2013,"2013",0,"Total",19907,2588,"Census Tract 67, Fulton County, GA","14000US13121006700"
2013,"2013",0,"Total",7872,8217,"Census Tract 68.02, Fulton County, GA","14000US13121006802"
2013,"2013",0,"Total",48482,6889,"Census Tract 69, Fulton County, GA","14000US13121006900"
2013,"2013",0,"Total",26157,10341,"Census Tract 70.01, Fulton County, GA","14000US13121007001"
2013,"2013",0,"Total",19943,12757,"Census Tract 70.02, Fulton County, GA","14000US13121007002"
2013,"2013",0,"Total",20282,5339,"Census Tract 71, Fulton County, GA","14000US13121007100"
2013,"2013",0,"Total",22669,4705,"Census Tract 72, Fulton County, GA","14000US13121007200"
2013,"2013",0,"Total",23933,7428.999999999999,"Census Tract 73, Fulton County, GA","14000US13121007300"
2013,"2013",0,"Total",14754,2238,"Census Tract 74, Fulton County, GA","14000US13121007400"
2013,"2013",0,"Total",17545,5970,"Census Tract 75, Fulton County, GA","14000US13121007500"
2013,"2013",0,"Total",32893,8008,"Census Tract 76.02, Fulton County, GA","14000US13121007602"
2013,"2013",0,"Total",14346,3036,"Census Tract 76.03, Fulton County, GA","14000US13121007603"
2013,"2013",0,"Total",17238,3418.9999999999995,"Census Tract 76.04, Fulton County, GA","14000US13121007604"
2013,"2013",0,"Total",36971,7677,"Census Tract 77.03, Fulton County, GA","14000US13121007703"
2013,"2013",0,"Total",36896,9212,"Census Tract 77.04, Fulton County, GA","14000US13121007704"
2013,"2013",0,"Total",21170,4799,"Census Tract 77.05, Fulton County, GA","14000US13121007705"
2013,"2013",0,"Total",44877,9090,"Census Tract 77.06, Fulton County, GA","14000US13121007706"
2013,"2013",0,"Total",46116,5617,"Census Tract 78.02, Fulton County, GA","14000US13121007802"
2013,"2013",0,"Total",37857,8289,"Census Tract 78.05, Fulton County, GA","14000US13121007805"
2013,"2013",0,"Total",31886,6181,"Census Tract 78.06, Fulton County, GA","14000US13121007806"
2013,"2013",0,"Total",17466,7059,"Census Tract 78.07, Fulton County, GA","14000US13121007807"
2013,"2013",0,"Total",11438,2304,"Census Tract 78.08, Fulton County, GA","14000US13121007808"
2013,"2013",0,"Total",57784,7993,"Census Tract 79, Fulton County, GA","14000US13121007900"
2013,"2013",0,"Total",40517,6507,"Census Tract 80, Fulton County, GA","14000US13121008000"
2013,"2013",0,"Total",29178,3934.9999999999995,"Census Tract 81.01, Fulton County, GA","14000US13121008101"
2013,"2013",0,"Total",23577,5925,"Census Tract 81.02, Fulton County, GA","14000US13121008102"
2013,"2013",0,"Total",27490,3868.9999999999995,"Census Tract 82.01, Fulton County, GA","14000US13121008201"
2013,"2013",0,"Total",26736,6708,"Census Tract 82.02, Fulton County, GA","14000US13121008202"
2013,"2013",0,"Total",24286,3673.0000000000005,"Census Tract 83.01, Fulton County, GA","14000US13121008301"
2013,"2013",0,"Total",28542,9903,"Census Tract 83.02, Fulton County, GA","14000US13121008302"
2013,"2013",0,"Total",20458,5086,"Census Tract 84, Fulton County, GA","14000US13121008400"
2013,"2013",0,"Total",27880,3130,"Census Tract 85, Fulton County, GA","14000US13121008500"
2013,"2013",0,"Total",20236,5268,"Census Tract 86.01, Fulton County, GA","14000US13121008601"
2013,"2013",0,"Total",33875,17010,"Census Tract 86.02, Fulton County, GA","14000US13121008602"
2013,"2013",0,"Total",21699,3134,"Census Tract 87, Fulton County, GA","14000US13121008700"
2013,"2013",0,"Total",88477,20099,"Census Tract 88, Fulton County, GA","14000US13121008800"
2013,"2013",0,"Total",53902,7500,"Census Tract 89.02, Fulton County, GA","14000US13121008902"
2013,"2013",0,"Total",66635,18256,"Census Tract 89.03, Fulton County, GA","14000US13121008903"
2013,"2013",0,"Total",70787,14362,"Census Tract 89.04, Fulton County, GA","14000US13121008904"
2013,"2013",0,"Total",103387,7493.000000000001,"Census Tract 90, Fulton County, GA","14000US13121009000"
2013,"2013",0,"Total",71691,9346,"Census Tract 91.01, Fulton County, GA","14000US13121009101"
2013,"2013",0,"Total",44089,22660,"Census Tract 91.02, Fulton County, GA","14000US13121009102"
2013,"2013",0,"Total",54130,3158,"Census Tract 92, Fulton County, GA","14000US13121009200"
2013,"2013",0,"Total",92857,11970,"Census Tract 93, Fulton County, GA","14000US13121009300"
2013,"2013",0,"Total",62745,8096,"Census Tract 94.02, Fulton County, GA","14000US13121009402"
2013,"2013",0,"Total",54643,8469,"Census Tract 94.03, Fulton County, GA","14000US13121009403"
2013,"2013",0,"Total",86205,14820,"Census Tract 94.04, Fulton County, GA","14000US13121009404"
2013,"2013",0,"Total",139750,23422,"Census Tract 95.01, Fulton County, GA","14000US13121009501"
2013,"2013",0,"Total",50655,9007,"Census Tract 95.02, Fulton County, GA","14000US13121009502"
2013,"2013",0,"Total",88264,30804,"Census Tract 96.01, Fulton County, GA","14000US13121009601"
2013,"2013",0,"Total",96696,19530,"Census Tract 96.02, Fulton County, GA","14000US13121009602"
2013,"2013",0,"Total",59800,10291,"Census Tract 96.03, Fulton County, GA","14000US13121009603"
2013,"2013",0,"Total",163125,39808,"Census Tract 97, Fulton County, GA","14000US13121009700"
2013,"2013",0,"Total",143000,34761,"Census Tract 98.01, Fulton County, GA","14000US13121009801"
2013,"2013",0,"Total",159405,60290,"Census Tract 98.02, Fulton County, GA","14000US13121009802"
2013,"2013",0,"Total",110865,20691,"Census Tract 99, Fulton County, GA","14000US13121009900"
2013,"2013",0,"Total",96343,20965,"Census Tract 100.01, Fulton County, GA","14000US13121010001"
2013,"2013",0,"Total",148838,12825,"Census Tract 100.02, Fulton County, GA","14000US13121010002"
2013,"2013",0,"Total",54105,11843,"Census Tract 101.14, Fulton County, GA","14000US13121010114"
2013,"2013",0,"Total",160223,31089.999999999996,"Census Tract 102.06, Fulton County, GA","14000US13121010206"
2013,"2013",0,"Total",125417,40595,"Census Tract 102.11, Fulton County, GA","14000US13121010211"
2013,"2013",0,"Total",71333,12031,"Census Tract 103.03, Fulton County, GA","14000US13121010303"
2013,"2013",0,"Total",36435,8672,"Census Tract 108, Fulton County, GA","14000US13121010800"
2013,"2013",0,"Total",13056,4756,"Census Tract 118, Fulton County, GA","14000US13121011800"
2013,"2013",0,"Total",23791,4804,"Census Tract 119, Fulton County, GA","14000US13121011900"
2013,"2013",0,"Total",12475,3258,"Census Tract 120, Fulton County, GA","14000US13121012000"