,datetime,description,temperature (C)
0,2012-10-01,light rain,21.150000000000034
1,2012-10-02,overcast clouds,21.201278451000007
2,2012-10-03,broken clouds,18.450000000000045
3,2012-10-04,mist,14.510000000000048
4,2012-10-05,fog,13.379999999999995
5,2012-10-06,fog,13.629999999999995
6,2012-10-07,mist,14.200000000000045
7,2012-10-08,few clouds,11.920000000000016
8,2012-10-09,overcast clouds,12.240000000000009
9,2012-10-10,mist,11.260000000000048
10,2012-10-11,mist,9.960000000000036
11,2012-10-12,fog,8.590000000000032
12,2012-10-13,overcast clouds,15.28000000000003
13,2012-10-14,sky is clear,14.910000000000025
14,2012-10-15,overcast clouds,15.370000000000005
15,2012-10-16,mist,18.450000000000045
16,2012-10-17,sky is clear,8.340000000000032
17,2012-10-18,sky is clear,10.090000000000032
18,2012-10-19,mist,13.840000000000032
19,2012-10-20,sky is clear,7.57000000000005
20,2012-10-21,sky is clear,7.9375
21,2012-10-22,sky is clear,8.807500000000005
22,2012-10-23,sky is clear,8.210000000000036
23,2012-10-24,mist,9.950000000000045
24,2012-10-25,mist,10.050000000000011
25,2012-10-26,sky is clear,11.970000000000027
26,2012-10-27,sky is clear,14.830000000000041
27,2012-10-28,mist,14.490000000000009
28,2012-10-29,overcast clouds,10.350000000000023
29,2012-10-30,broken clouds,6.710000000000036
30,2012-10-31,sky is clear,5.260000000000048
31,2012-11-01,sky is clear,2.82000000000005
32,2012-11-02,sky is clear,1.9500000000000455
33,2012-11-03,sky is clear,4.730000000000018
34,2012-11-04,sky is clear,6.160000000000025
35,2012-11-05,sky is clear,11.860000000000014
36,2012-11-06,sky is clear,6.210000000000036
37,2012-11-07,heavy intensity rain,8.910000000000025
38,2012-11-08,mist,7.180000000000007
39,2012-11-09,few clouds,2.9600000000000364
40,2012-11-10,mist,1.3400000000000318
41,2012-11-11,sky is clear,2.1100000000000136
42,2012-11-12,sky is clear,8.430000000000007
43,2012-11-13,mist,13.930000000000007
44,2012-11-14,sky is clear,1.6899999999999977
45,2012-11-15,sky is clear,5.430000000000007
46,2012-11-16,light rain,5.770000000000039
47,2012-11-17,fog,2.7600000000000477
48,2012-11-18,mist,1.8500000000000227
49,2012-11-19,broken clouds,5.1200000000000045
50,2012-11-20,sky is clear,4.560000000000002
51,2012-11-21,broken clouds,9.400000000000034
52,2012-11-22,sky is clear,5.75
53,2012-11-23,mist,3.8700000000000045
54,2012-11-24,sky is clear,3.680000000000007
55,2012-11-25,sky is clear,2.32000000000005
56,2012-11-26,sky is clear,-2.089999999999975
57,2012-11-27,sky is clear,-0.6099999999999568
58,2012-11-28,mist,11.860000000000014
59,2012-11-29,mist,3.180000000000007
60,2012-11-30,sky is clear,2.4600000000000364
61,2012-12-01,overcast clouds,5.28000000000003
62,2012-12-02,mist,4.910000000000025
63,2012-12-03,mist,7.689999999999998
64,2012-12-04,sky is clear,6.390000000000043
65,2012-12-05,sky is clear,8.03000000000003
66,2012-12-06,overcast clouds,13.460000000000036
67,2012-12-07,overcast clouds,13.629999999999995
68,2012-12-08,overcast clouds,8.800000000000011
69,2012-12-09,sky is clear,12.03000000000003
70,2012-12-10,light intensity drizzle,14.160000000000025
71,2012-12-11,overcast clouds,16.700000000000045
72,2012-12-12,scattered clouds,2.6100000000000136
73,2012-12-13,sky is clear,2.480000000000018
74,2012-12-14,sky is clear,4.730000000000018
75,2012-12-15,mist,0.1400000000000432
76,2012-12-16,few clouds,6.8700000000000045
77,2012-12-17,broken clouds,11.670000000000016
78,2012-12-18,mist,11.730000000000018
79,2012-12-19,sky is clear,7.210000000000036
80,2012-12-20,sky is clear,1.1299999999999955
81,2012-12-21,heavy intensity rain,11.03000000000003
82,2012-12-22,sky is clear,0.5100000000000477
83,2012-12-23,sky is clear,-1.2899999999999636
84,2012-12-24,sky is clear,-1.6899999999999977
85,2012-12-25,light rain,8.79000000000002
86,2012-12-26,moderate rain,9.689999999999998
87,2012-12-27,moderate rain,11.939999999999998
88,2012-12-28,overcast clouds,1.32000000000005
89,2012-12-29,overcast clouds,-0.6499999999999773
90,2012-12-30,light intensity drizzle,4.740000000000009
91,2012-12-31,sky is clear,-1.4899999999999523
92,2013-01-01,sky is clear,-0.9699999999999704
93,2013-01-02,overcast clouds,9.200000000000045
94,2013-01-03,light rain,7.840000000000032
95,2013-01-04,sky is clear,2.900000000000034
96,2013-01-05,sky is clear,-1.6749999999999545
97,2013-01-06,sky is clear,-2.2299999999999613
98,2013-01-07,overcast clouds,4.7900000000000205
99,2013-01-08,sky is clear,-0.44999999999998863
100,2013-01-09,overcast clouds,5.15500000000003
101,2013-01-10,overcast clouds,12.128800000000012
102,2013-01-11,mist,14.650000000000034
103,2013-01-12,light rain,17.32000000000005
104,2013-01-13,mist,16.650000000000034
105,2013-01-14,overcast clouds,16.850000000000023
106,2013-01-15,mist,16.33000000000004
107,2013-01-16,moderate rain,9.439999999999998
108,2013-01-17,sky is clear,15.960000000000036
109,2013-01-18,heavy intensity rain,9.870000000000005
110,2013-01-19,mist,-0.37000000000000455
111,2013-01-20,sky is clear,-0.6749999999999545
112,2013-01-21,mist,-0.3100000000000023
113,2013-01-22,sky is clear,2.4950000000000045
114,2013-01-23,sky is clear,-1.9099999999999682
115,2013-01-24,broken clouds,-1.8949999999999818
116,2013-01-25,broken clouds,8.420000000000016
117,2013-01-26,overcast clouds,0.42500000000001137
118,2013-01-27,broken clouds,3.1650000000000205
119,2013-01-28,overcast clouds,4.7000000000000455
120,2013-01-29,overcast clouds,12.6995
121,2013-01-30,fog,8.870000000000005
122,2013-01-31,overcast clouds,18.825000000000045
123,2013-02-01,sky is clear,1.4600000000000364
124,2013-02-02,sky is clear,-1.6999999999999886
125,2013-02-03,sky is clear,3.730000000000018
126,2013-02-04,sky is clear,6.03000000000003
127,2013-02-05,overcast clouds,4.270000000000039
128,2013-02-06,overcast clouds,7.050000000000011
129,2013-02-07,overcast clouds,6.760000000000048
130,2013-02-08,overcast clouds,8.170000000000016
131,2013-02-09,broken clouds,7.814999999999998
132,2013-02-10,sky is clear,2.2350000000000136
133,2013-02-11,sky is clear,7.064999999999998
134,2013-02-12,overcast clouds,12.093333333000032
135,2013-02-13,broken clouds,7.560000000000002
136,2013-02-14,light intensity drizzle,6.860000000000014
137,2013-02-15,overcast clouds,3.3250000000000455
138,2013-02-16,sky is clear,0.75
139,2013-02-17,broken clouds,2.8799999999999955
140,2013-02-18,sky is clear,-4.919999999999959
141,2013-02-19,sky is clear,-3.1200000000000045
142,2013-02-20,overcast clouds,4.760000000000048
143,2013-02-21,sky is clear,-0.5600000000000023
144,2013-02-22,sky is clear,-0.5299999999999727
145,2013-02-23,light intensity drizzle,6.110000000000014
146,2013-02-24,light intensity drizzle,5.990000000000009
147,2013-02-25,fog,3.7100000000000364
148,2013-02-26,broken clouds,7.25
149,2013-02-27,light rain,3.240000000000009
150,2013-02-28,overcast clouds,5.189999999999998
151,2013-03-01,sky is clear,2.150000000000034
152,2013-03-02,overcast clouds,1.9800000000000182
153,2013-03-03,overcast clouds,1.0400000000000205
154,2013-03-04,broken clouds,-0.5449999999999591
155,2013-03-05,scattered clouds,-1.4149999999999636
156,2013-03-06,overcast clouds,10.575000000000045
157,2013-03-07,scattered clouds,0.39500000000003865
158,2013-03-08,sky is clear,-0.5099999999999909
159,2013-03-09,sky is clear,-1.3999999999999773
160,2013-03-10,sky is clear,4.689999999999998
161,2013-03-11,sky is clear,9.680000000000007
162,2013-03-12,overcast clouds,12.976666667000018
163,2013-03-13,overcast clouds,3.740000000000009
164,2013-03-14,sky is clear,2.07000000000005
165,2013-03-15,sky is clear,-1.6899999999999977
166,2013-03-16,sky is clear,0.3100000000000023
167,2013-03-17,sky is clear,10.25
168,2013-03-18,sky is clear,12.28000000000003
169,2013-03-19,overcast clouds,14.620000000000005
170,2013-03-20,broken clouds,7.390000000000043
171,2013-03-21,sky is clear,5.270000000000039
172,2013-03-22,sky is clear,-0.5099999999999909
173,2013-03-23,scattered clouds,2.980000000000018
174,2013-03-24,moderate rain,6.3700000000000045
175,2013-03-25,mist,8.57000000000005
176,2013-03-26,overcast clouds,2.32000000000005
177,2013-03-27,heavy snow,0.4500000000000455
178,2013-03-28,sky is clear,-1.9099999999999682
179,2013-03-29,sky is clear,-0.2999999999999545
180,2013-03-30,sky is clear,1.4800000000000182
181,2013-03-31,scattered clouds,8.900000000000034
182,2013-04-01,overcast clouds,13.700000000000045
183,2013-04-02,sky is clear,12.870000000000005
184,2013-04-03,sky is clear,7.350000000000023
185,2013-04-04,sky is clear,7.010000000000048
186,2013-04-05,moderate rain,6.860000000000014
187,2013-04-06,mist,5.53000000000003
188,2013-04-07,sky is clear,3.7800000000000296
189,2013-04-08,sky is clear,7.930000000000007
190,2013-04-09,broken clouds,11.650000000000034
191,2013-04-10,sky is clear,12.25
192,2013-04-11,mist,13.700000000000045
193,2013-04-12,sky is clear,14.930000000000007
194,2013-04-13,light rain,14.420000000000016
195,2013-04-14,sky is clear,8.770000000000039
196,2013-04-15,sky is clear,9.57000000000005
197,2013-04-16,mist,13.770000000000039
198,2013-04-17,mist,16.470000000000027
199,2013-04-18,sky is clear,18.210000000000036
200,2013-04-19,mist,15.730000000000018
201,2013-04-20,moderate rain,20.340000000000032
202,2013-04-21,sky is clear,3.740000000000009
203,2013-04-22,sky is clear,5.2900000000000205
204,2013-04-23,sky is clear,9.860000000000014
205,2013-04-24,sky is clear,9.725000000000023
206,2013-04-25,broken clouds,14.480000000000018
207,2013-04-26,sky is clear,7.390000000000043
208,2013-04-27,sky is clear,5.520000000000039
209,2013-04-28,overcast clouds,14.210000000000036
210,2013-04-29,heavy intensity rain,13.740000000000009
211,2013-04-30,fog,13.650000000000034
212,2013-05-01,fog,14.800000000000011
213,2013-05-02,overcast clouds,16.640000000000043
214,2013-05-03,light rain,15.379999999999995
215,2013-05-04,overcast clouds,15.550000000000011
216,2013-05-05,mist,11.129999999999995
217,2013-05-06,fog,9.970000000000027
218,2013-05-07,light rain,8.25
219,2013-05-08,mist,9.960000000000036
220,2013-05-09,sky is clear,10.680000000000007
221,2013-05-10,sky is clear,13.200000000000045
222,2013-05-11,sky is clear,14.510000000000048
223,2013-05-12,sky is clear,16.30000000000001
224,2013-05-13,sky is clear,11.980000000000018
225,2013-05-14,sky is clear,6.470000000000027
226,2013-05-15,sky is clear,8.210000000000036
227,2013-05-16,sky is clear,14.490000000000009
228,2013-05-17,sky is clear,16.890000000000043
229,2013-05-18,overcast clouds,16.560000000000002
230,2013-05-19,overcast clouds,17.689999999999998
231,2013-05-20,proximity thunderstorm,19.150000000000034
232,2013-05-21,mist,18.230000000000018
233,2013-05-22,mist,18.810000000000002
234,2013-05-23,scattered clouds,18.960000000000036
235,2013-05-24,overcast clouds,19.510000000000048
236,2013-05-25,sky is clear,15.960000000000036
237,2013-05-26,sky is clear,9.870000000000005
238,2013-05-27,scattered clouds,11.510000000000048
239,2013-05-28,sky is clear,15.795000000000016
240,2013-05-29,sky is clear,18.650000000000034
241,2013-05-30,broken clouds,17.670000000000016
242,2013-05-31,overcast clouds,20.150000000000034
243,2013-06-01,overcast clouds,20.720000000000027
244,2013-06-02,scattered clouds,20.230000000000018
245,2013-06-03,overcast clouds,21.700000000000045
246,2013-06-04,overcast clouds,20.379999999999995
247,2013-06-05,light rain,19.180000000000007
248,2013-06-06,mist,21.920000000000016
249,2013-06-07,mist,20.54000000000002
250,2013-06-08,scattered clouds,20.33000000000004
251,2013-06-09,mist,19.310000000000002
252,2013-06-10,overcast clouds,20.810000000000002
253,2013-06-11,mist,20.840000000000032
254,2013-06-12,mist,22.49000000000001
255,2013-06-13,few clouds,22.75
256,2013-06-14,sky is clear,23.110000000000014
257,2013-06-15,sky is clear,19.08000000000004
258,2013-06-16,sky is clear,18.879999999999995
259,2013-06-17,few clouds,19.430000000000007
260,2013-06-18,proximity thunderstorm,20.189999999999998
261,2013-06-19,heavy intensity rain,21.930000000000007
262,2013-06-20,broken clouds,21.370000000000005
263,2013-06-21,sky is clear,22.127499999999998
264,2013-06-22,sky is clear,20.160000000000025
265,2013-06-23,sky is clear,19.350000000000023
266,2013-06-24,sky is clear,20.74000000000001
267,2013-06-25,mist,21.629999999999995
268,2013-06-26,broken clouds,21.30000000000001
269,2013-06-27,thunderstorm with light rain,22.560000000000002
270,2013-06-28,few clouds,25.28000000000003
271,2013-06-29,fog,22.170000000000016
272,2013-06-30,mist,23.08000000000004
273,2013-07-01,mist,21.600000000000023
274,2013-07-02,overcast clouds,22.0
275,2013-07-03,mist,22.0
276,2013-07-04,light rain,22.970000000000027
277,2013-07-05,light intensity drizzle,20.850000000000023
278,2013-07-06,light rain,20.960000000000036
279,2013-07-07,mist,21.82000000000005
280,2013-07-08,mist,22.110000000000014
281,2013-07-09,mist,21.620000000000005
282,2013-07-10,mist,22.5
283,2013-07-11,mist,23.49000000000001
284,2013-07-12,broken clouds,21.79000000000002
285,2013-07-13,fog,22.439999999999998
286,2013-07-14,fog,21.230000000000018
287,2013-07-15,mist,22.180000000000007
288,2013-07-16,light rain,22.52000000000004
289,2013-07-17,mist,22.340000000000032
290,2013-07-18,sky is clear,21.129999999999995
291,2013-07-19,mist,20.52000000000004
292,2013-07-20,broken clouds,22.160000000000025
293,2013-07-21,sky is clear,22.590000000000032
294,2013-07-22,mist,22.400000000000034
295,2013-07-23,mist,21.860000000000014
296,2013-07-24,overcast clouds,22.620000000000005
297,2013-07-25,mist,21.879999999999995
298,2013-07-26,sky is clear,21.189999999999998
299,2013-07-27,sky is clear,20.79000000000002
300,2013-07-28,mist,22.100000000000023
301,2013-07-29,broken clouds,20.600000000000023
302,2013-07-30,sky is clear,19.910000000000025
303,2013-07-31,scattered clouds,17.310000000000002
304,2013-08-01,light intensity drizzle,21.230000000000018
305,2013-08-02,mist,21.860000000000014
306,2013-08-03,mist,19.83000000000004
307,2013-08-04,mist,19.810000000000002
308,2013-08-05,mist,22.83000000000004
309,2013-08-06,broken clouds,20.970000000000027
310,2013-08-07,mist,22.710000000000036
311,2013-08-08,mist,23.230000000000018
312,2013-08-09,mist,23.49000000000001
313,2013-08-10,fog,22.82000000000005
314,2013-08-11,light rain,22.975000000000023
315,2013-08-12,mist,21.379999999999995
316,2013-08-13,sky is clear,22.32000000000005
317,2013-08-14,mist,21.980000000000018
318,2013-08-15,scattered clouds,22.629999999999995
319,2013-08-16,mist,20.660000000000025
320,2013-08-17,mist,18.0
321,2013-08-18,light rain,16.970000000000027
322,2013-08-19,fog,19.24000000000001
323,2013-08-20,light intensity drizzle,21.08000000000004
324,2013-08-21,mist,21.74000000000001
325,2013-08-22,light intensity drizzle,21.08000000000004
326,2013-08-23,mist,20.79000000000002
327,2013-08-24,mist,20.53000000000003
328,2013-08-25,fog,21.30000000000001
329,2013-08-26,broken clouds,19.060000000000002
330,2013-08-27,scattered clouds,20.148000000000025
331,2013-08-28,sky is clear,22.383000000000038
332,2013-08-29,sky is clear,22.688000000000045
333,2013-08-30,sky is clear,21.49000000000001
334,2013-08-31,light rain,24.462500000000034
335,2013-09-01,moderate rain,25.057000000000016
336,2013-09-02,mist,21.590000000000032
337,2013-09-03,light rain,22.282500000000027
338,2013-09-04,sky is clear,21.445750000000032
339,2013-09-05,sky is clear,21.0
340,2013-09-06,sky is clear,21.869200000000035
341,2013-09-07,sky is clear,22.552800000000047
342,2013-09-08,sky is clear,23.03000000000003
343,2013-09-09,sky is clear,20.090000000000032
344,2013-09-10,mist,19.900000000000034
345,2013-09-11,sky is clear,19.765000000000043
346,2013-09-12,sky is clear,23.525000000000034
347,2013-09-13,mist,21.470000000000027
348,2013-09-14,sky is clear,15.0
349,2013-09-15,overcast clouds,17.480000000000018
350,2013-09-16,sky is clear,22.0
351,2013-09-17,scattered clouds,21.210000000000036
352,2013-09-18,scattered clouds,18.0
353,2013-09-19,few clouds,18.0
354,2013-09-20,sky is clear,20.48666666700001
355,2013-09-21,overcast clouds,22.0
356,2013-09-22,broken clouds,17.040400000000034
357,2013-09-23,light rain,14.439999999999998
358,2013-09-24,light rain,18.173333333000016
359,2013-09-25,light rain,17.90500000000003
360,2013-09-26,mist,15.830000000000041
361,2013-09-27,mist,14.629999999999995
362,2013-09-28,sky is clear,16.0
363,2013-09-29,sky is clear,15.0
364,2013-09-30,scattered clouds,14.863333333000014
365,2013-10-01,few clouds,19.355000000000018
366,2013-10-02,sky is clear,19.30800000000005
367,2013-10-03,few clouds,17.345000000000027
368,2013-10-04,mist,16.0
369,2013-10-05,sky is clear,19.0
370,2013-10-06,overcast clouds,20.0
371,2013-10-07,light rain,14.32000000000005
372,2013-10-08,light rain,15.616666667000004
373,2013-10-09,sky is clear,14.0
374,2013-10-10,overcast clouds,15.0
375,2013-10-11,mist,13.970000000000027
376,2013-10-12,sky is clear,14.629750000000001
377,2013-10-13,sky is clear,18.595000000000027
378,2013-10-14,sky is clear,16.515000000000043
379,2013-10-15,broken clouds,17.09250000000003
380,2013-10-16,light rain,14.547500000000014
381,2013-10-17,light rain,17.555000000000007
382,2013-10-18,light rain,11.725000000000023
383,2013-10-19,overcast clouds,13.154666667000015
384,2013-10-20,sky is clear,7.0
385,2013-10-21,sky is clear,7.060000000000002
386,2013-10-22,overcast clouds,14.0
387,2013-10-23,sky is clear,10.877499999999998
388,2013-10-24,sky is clear,6.7012000000000285
389,2013-10-25,sky is clear,3.899500000000046
390,2013-10-26,sky is clear,2.0
391,2013-10-27,sky is clear,9.3125
392,2013-10-28,broken clouds,12.052500000000009
393,2013-10-29,few clouds,13.184500000000014
394,2013-10-30,broken clouds,15.790500000000009
395,2013-10-31,broken clouds,17.785500000000013
396,2013-11-01,moderate rain,19.5625
397,2013-11-02,sky is clear,13.44300000000004
398,2013-11-03,sky is clear,10.230999999999995
399,2013-11-04,sky is clear,8.861500000000035
400,2013-11-05,broken clouds,8.70150000000001
401,2013-11-06,scattered clouds,11.725000000000023
402,2013-11-07,drizzle,15.32000000000005
403,2013-11-08,sky is clear,2.5400000000000205
404,2013-11-09,sky is clear,2.2000000000000455
405,2013-11-10,sky is clear,8.270000000000039
406,2013-11-11,sky is clear,2.7600000000000477
407,2013-11-12,sky is clear,3.32000000000005
408,2013-11-13,sky is clear,-4.0499999999999545
409,2013-11-14,sky is clear,18.363
410,2013-11-15,light rain,7.3799999999999955
411,2013-11-16,mist,10.460000000000036
412,2013-11-17,sky is clear,14.980000000000018
413,2013-11-18,scattered clouds,15.28000000000003
414,2013-11-19,sky is clear,4.470000000000027
415,2013-11-20,sky is clear,5.0
416,2013-11-21,overcast clouds,10.0
417,2013-11-22,mist,10.75
418,2013-11-23,overcast clouds,11.0
419,2013-11-24,sky is clear,8.681500000000028
420,2013-11-25,sky is clear,18.363
421,2013-11-26,mist,1.660000000000025
422,2013-11-27,light snow,1.0400000000000205
423,2013-11-28,sky is clear,-5.789999999999964
424,2013-11-29,sky is clear,-4.439999999999998
425,2013-11-30,sky is clear,1.3700000000000045
426,2013-12-01,overcast clouds,5.7900000000000205
427,2013-12-02,mist,7.060000000000002
428,2013-12-03,mist,10.110000000000014
429,2013-12-04,fog,13.640000000000043
430,2013-12-05,mist,18.27000000000004
431,2013-12-06,sky is clear,19.960000000000036
432,2013-12-07,sky is clear,4.720000000000027
433,2013-12-08,mist,7.82000000000005
434,2013-12-09,mist,5.3700000000000045
435,2013-12-10,mist,8.090000000000032
436,2013-12-11,sky is clear,-3.0399999999999636
437,2013-12-12,sky is clear,-0.9499999999999886
438,2013-12-13,sky is clear,18.363
439,2013-12-14,moderate rain,8.0
440,2013-12-15,overcast clouds,3.7000000000000455
441,2013-12-16,mist,-1.7099999999999795
442,2013-12-17,sky is clear,-0.39999999999997726
443,2013-12-18,sky is clear,1.900000000000034
444,2013-12-19,sky is clear,-1.9499999999999886
445,2013-12-20,sky is clear,2.3500000000000227
446,2013-12-21,light intensity drizzle,12.350000000000023
447,2013-12-22,proximity thunderstorm,18.960000000000036
448,2013-12-23,light rain,10.920000000000016
449,2013-12-24,sky is clear,-1.0399999999999636
450,2013-12-25,sky is clear,-3.2199999999999704
451,2013-12-26,sky is clear,-1.0699999999999932
452,2013-12-27,sky is clear,-1.9499999999999886
453,2013-12-28,sky is clear,1.240000000000009
454,2013-12-29,light rain,5.240000000000009
455,2013-12-30,light rain,3.5300000000000296
456,2013-12-31,sky is clear,2.955000000000041
457,2014-01-01,sky is clear,-0.01999999999998181
458,2014-01-02,fog,6.150000000000034
459,2014-01-03,sky is clear,-6.560000000000002
460,2014-01-04,sky is clear,-4.109999999999957
461,2014-01-05,fog,1.0400000000000205
462,2014-01-06,sky is clear,-3.089999999999975
463,2014-01-07,sky is clear,13.330000000000041
464,2014-01-08,sky is clear,-9.819999999999993
465,2014-01-09,sky is clear,-2.089999999999975
466,2014-01-10,fog,4.1299999999999955
467,2014-01-11,mist,14.180000000000007
468,2014-01-12,sky is clear,2.420000000000016
469,2014-01-13,sky is clear,0.6800000000000068
470,2014-01-14,mist,9.960000000000036
471,2014-01-15,light rain,2.490000000000009
472,2014-01-16,sky is clear,-4.2999999999999545
473,2014-01-17,sky is clear,18.363
474,2014-01-18,sky is clear,18.363
475,2014-01-19,sky is clear,1.75
476,2014-01-20,sky is clear,-1.294999999999959
