,datetime,description,temperature (C)
1405,2016-08-06,sky is clear,22.430000000000007
1406,2016-08-07,sky is clear,24.04000000000002
1407,2016-08-08,scattered clouds,23.439999999999998
1408,2016-08-09,light rain,23.24000000000001
1409,2016-08-10,light rain,23.160000000000025
1410,2016-08-11,light rain,22.900000000000034
1411,2016-08-12,few clouds,23.590000000000032
1412,2016-08-13,scattered clouds,22.760000000000048
1413,2016-08-14,light rain,21.950000000000045
1414,2016-08-15,light rain,22.08000000000004
1415,2016-08-16,scattered clouds,22.08000000000004
1416,2016-08-17,sky is clear,22.360000000000014
1417,2016-08-18,light rain,22.930000000000007
1418,2016-08-19,broken clouds,22.210000000000036
1419,2016-08-20,few clouds,22.210000000000036
1420,2016-08-21,mist,22.5
1421,2016-08-22,sky is clear,21.120000000000005
1422,2016-08-23,mist,20.430000000000007
1423,2016-08-24,mist,23.310000000000002
1424,2016-08-25,mist,21.53000000000003
1425,2016-08-26,mist,23.360000000000014
1426,2016-08-27,mist,22.54000000000002
1427,2016-08-28,sky is clear,22.720000000000027
1428,2016-08-29,sky is clear,22.5
1429,2016-08-30,sky is clear,21.560000000000002
1430,2016-08-31,sky is clear,22.08000000000004
1431,2016-09-01,sky is clear,22.350000000000023
1432,2016-09-02,mist,22.600000000000023
1433,2016-09-03,scattered clouds,19.960000000000036
1434,2016-09-04,scattered clouds,20.310000000000002
1435,2016-09-05,sky is clear,18.99000000000001
1436,2016-09-06,sky is clear,18.420000000000016
1437,2016-09-07,broken clouds,19.170000000000016
1438,2016-09-08,scattered clouds,19.850000000000023
1439,2016-09-09,sky is clear,19.82000000000005
1440,2016-09-10,sky is clear,19.700000000000045
1441,2016-09-11,sky is clear,21.79000000000002
1442,2016-09-12,sky is clear,21.129999999999995
1443,2016-09-13,sky is clear,20.83000000000004
1444,2016-09-14,sky is clear,20.810000000000002
1445,2016-09-15,sky is clear,19.980000000000018
1446,2016-09-16,sky is clear,20.79000000000002
1447,2016-09-17,few clouds,20.05000000000001
1448,2016-09-18,light rain,21.900000000000034
1449,2016-09-19,few clouds,20.260000000000048
1450,2016-09-20,few clouds,18.510000000000048
1451,2016-09-21,sky is clear,19.05000000000001
1452,2016-09-22,sky is clear,18.49000000000001
1453,2016-09-23,sky is clear,18.640000000000043
1454,2016-09-24,scattered clouds,19.140000000000043
1455,2016-09-25,sky is clear,19.360000000000014
1456,2016-09-26,sky is clear,19.660000000000025
1457,2016-09-27,sky is clear,19.589407911000023
1458,2016-09-28,sky is clear,16.78000000000003
1459,2016-09-29,sky is clear,13.420000000000016
1460,2016-09-30,sky is clear,9.439999999999998
1461,2016-10-01,sky is clear,10.010000000000048
1462,2016-10-02,few clouds,12.689999999999998
1463,2016-10-03,few clouds,13.140000000000043
1464,2016-10-04,broken clouds,16.54000000000002
1465,2016-10-05,sky is clear,16.746000000000038
1466,2016-10-06,sky is clear,17.44100000000003
1467,2016-10-07,broken clouds,18.060000000000002
1468,2016-10-08,sky is clear,22.866000000000042
1469,2016-10-09,sky is clear,13.515000000000043
1470,2016-10-10,sky is clear,9.564999999999998
1471,2016-10-11,sky is clear,7.774000000000001
1472,2016-10-12,sky is clear,6.032000000000039
1473,2016-10-13,sky is clear,7.319000000000017
1474,2016-10-14,few clouds,11.278999999999996
1475,2016-10-15,broken clouds,15.973000000000013
1476,2016-10-16,broken clouds,16.38900000000001
1477,2016-10-17,sky is clear,13.13900000000001
1478,2016-10-18,sky is clear,16.939999999999998
1479,2016-10-19,sky is clear,15.200000000000045
1480,2016-10-20,scattered clouds,16.605000000000018
1481,2016-10-21,light rain,14.963999999999999
1482,2016-10-22,sky is clear,8.90100000000001
1483,2016-10-23,sky is clear,4.507000000000005
1484,2016-10-24,scattered clouds,7.913000000000011
1485,2016-10-25,sky is clear,8.061000000000035
1486,2016-10-26,sky is clear,10.100999999999999
1487,2016-10-27,broken clouds,14.838000000000022
1488,2016-10-28,sky is clear,12.590000000000032
1489,2016-10-29,sky is clear,11.499000000000024
1490,2016-10-30,sky is clear,11.738
1491,2016-10-31,sky is clear,11.427000000000021
1492,2016-11-01,sky is clear,11.469000000000051
1493,2016-11-02,mist,17.0
1494,2016-11-03,mist,13.78000000000003
1495,2016-11-04,sky is clear,17.600000000000023
1496,2016-11-05,sky is clear,9.490000000000009
1497,2016-11-06,fog,6.110000000000014
1498,2016-11-07,sky is clear,8.300000000000011
1499,2016-11-08,sky is clear,7.560000000000002
1500,2016-11-09,sky is clear,9.890000000000043
1501,2016-11-10,sky is clear,5.300000000000011
1502,2016-11-11,smoke,5.090000000000032
1503,2016-11-12,smoke,12.0
1504,2016-11-13,smoke,9.5
1505,2016-11-14,smoke,3.1100000000000136
1506,2016-11-15,haze,3.6899999999999977
1507,2016-11-16,mist,6.110000000000014
1508,2016-11-17,smoke,5.189999999999998
1509,2016-11-18,smoke,6.220000000000027
1510,2016-11-19,smoke,13.550000000000011
1511,2016-11-20,smoke,2.2000000000000455
1512,2016-11-21,sky is clear,1.7100000000000364
1513,2016-11-22,sky is clear,0.11000000000001364
1514,2016-11-23,sky is clear,5.330000000000041
1515,2016-11-24,overcast clouds,12.580854760000022
1516,2016-11-25,mist,9.740000000000009
1517,2016-11-26,sky is clear,4.2000000000000455
1518,2016-11-27,sky is clear,0.29000000000002046
1519,2016-11-28,scattered clouds,8.220000000000027
1520,2016-11-29,mist,13.010000000000048
1521,2016-11-30,overcast clouds,20.0
1522,2016-12-01,sky is clear,4.78000000000003
1523,2016-12-02,sky is clear,3.5500000000000114
1524,2016-12-03,sky is clear,4.100000000000023
1525,2016-12-04,mist,7.439999999999998
1526,2016-12-05,fog,7.220000000000027
1527,2016-12-06,proximity thunderstorm,11.340000000000032
1528,2016-12-07,sky is clear,6.723361363000038
1529,2016-12-08,sky is clear,5.6200000000000045
1530,2016-12-09,sky is clear,-1.8999999999999773
1531,2016-12-10,sky is clear,-3.259999999999991
1532,2016-12-11,sky is clear,-1.1299999999999955
1533,2016-12-12,overcast clouds,7.230000000000018
1534,2016-12-13,mist,9.220000000000027
1535,2016-12-14,mist,7.78000000000003
1536,2016-12-15,sky is clear,2.1200000000000045
1537,2016-12-16,sky is clear,-1.2299999999999613
1538,2016-12-17,overcast clouds,4.100000000000023
1539,2016-12-18,overcast clouds,20.75
1540,2016-12-19,overcast clouds,0.0
1541,2016-12-20,fog,3.2900000000000205
1542,2016-12-21,fog,-0.5600000000000023
1543,2016-12-22,overcast clouds,8.590000000000032
1544,2016-12-23,sky is clear,4.189999999999998
1545,2016-12-24,overcast clouds,9.439999999999998
1546,2016-12-25,mist,10.78000000000003
1547,2016-12-26,overcast clouds,15.439999999999998
1548,2016-12-27,fog,13.770000000000039
1549,2016-12-28,sky is clear,8.120000000000005
1550,2016-12-29,light rain,17.220000000000027
1551,2016-12-30,sky is clear,2.8799999999999955
1552,2016-12-31,scattered clouds,1.240000000000009
1553,2017-01-01,light snow,7.7900000000000205
1554,2017-01-02,fog,10.990000000000009
1555,2017-01-03,mist,14.020000000000039
1556,2017-01-04,broken clouds,10.890000000000043
1557,2017-01-05,sky is clear,-1.1499999999999773
1558,2017-01-06,overcast clouds,2.4600000000000364
1559,2017-01-07,mist,-4.779999999999973
1560,2017-01-08,sky is clear,-8.870000000000005
1561,2017-01-09,sky is clear,-3.0
1562,2017-01-10,overcast clouds,0.9900000000000091
1563,2017-01-11,broken clouds,12.230000000000018
1564,2017-01-12,mist,11.300000000000011
1565,2017-01-13,mist,9.980000000000018
1566,2017-01-14,mist,9.860000000000014
1567,2017-01-15,mist,9.120000000000005
1568,2017-01-16,mist,8.860000000000014
1569,2017-01-17,mist,11.990000000000009
1570,2017-01-18,light intensity drizzle,16.890000000000043
1571,2017-01-19,scattered clouds,10.870000000000005
1572,2017-01-20,light rain,17.25
1573,2017-01-21,fog,16.75
1574,2017-01-22,overcast clouds,13.740000000000009
1575,2017-01-23,moderate rain,8.890000000000043
1576,2017-01-24,overcast clouds,7.8799999999999955
1577,2017-01-25,sky is clear,1.76400000000001
1578,2017-01-26,sky is clear,12.680000000000007
1579,2017-01-27,scattered clouds,0.8500000000000227
1580,2017-01-28,sky is clear,-0.01999999999998181
1581,2017-01-29,sky is clear,0.9900000000000091
1582,2017-01-30,sky is clear,0.6200000000000045
1583,2017-01-31,sky is clear,4.28000000000003
1584,2017-02-01,sky is clear,9.090000000000032
1585,2017-02-02,sky is clear,7.939999999999998
1586,2017-02-03,overcast clouds,7.28000000000003
1587,2017-02-04,sky is clear,-1.509999999999991
1588,2017-02-05,light rain,2.2900000000000205
1589,2017-02-06,fog,7.740000000000009
1590,2017-02-07,mist,11.200000000000045
1591,2017-02-08,fog,12.340000000000032
1592,2017-02-09,overcast clouds,5.8799999999999955
1593,2017-02-10,sky is clear,-0.8799999999999955
1594,2017-02-11,overcast clouds,8.300000000000011
1595,2017-02-12,light intensity drizzle,18.0
1596,2017-02-13,sky is clear,7.6200000000000045
1597,2017-02-14,few clouds,1.7970000000000255
1598,2017-02-15,moderate rain,10.867000000000019
1599,2017-02-16,sky is clear,-1.1689999999999827
1600,2017-02-17,sky is clear,-0.6709999999999923
1601,2017-02-18,light rain,7.736000000000047
1602,2017-02-19,sky is clear,5.635000000000048
1603,2017-02-20,sky is clear,3.397000000000048
1604,2017-02-21,scattered clouds,13.333500000000015
1605,2017-02-22,mist,15.300000000000011
1606,2017-02-23,mist,12.230000000000018
1607,2017-02-24,sky is clear,11.189999999999998
1608,2017-02-25,light rain,16.75
1609,2017-02-26,light snow,1.5500000000000114
1610,2017-02-27,sky is clear,8.110000000000014
1611,2017-02-28,fog,10.600000000000023
1612,2017-03-01,overcast clouds,18.110000000000014
1613,2017-03-02,sky is clear,6.75
1614,2017-03-03,sky is clear,1.07000000000005
1615,2017-03-04,sky is clear,-0.44999999999998863
1616,2017-03-05,sky is clear,2.0
1617,2017-03-06,broken clouds,12.990000000000009
1618,2017-03-07,overcast clouds,13.100000000000023
1619,2017-03-08,overcast clouds,9.5
1620,2017-03-09,sky is clear,2.32000000000005
1621,2017-03-10,overcast clouds,12.0
1622,2017-03-11,sky is clear,3.5500000000000114
1623,2017-03-12,mist,2.2000000000000455
1624,2017-03-13,overcast clouds,2.3000000000000114
1625,2017-03-14,light intensity drizzle,5.300000000000011
1626,2017-03-15,light snow,-2.5499999999999545
1627,2017-03-16,sky is clear,-4.109999999999957
1628,2017-03-17,overcast clouds,2.5500000000000114
1629,2017-03-18,mist,12.5
1630,2017-03-19,sky is clear,5.2000000000000455
1631,2017-03-20,sky is clear,4.890000000000043
1632,2017-03-21,sky is clear,15.439999999999998
1633,2017-03-22,sky is clear,12.560000000000002
1634,2017-03-23,broken clouds,11.240000000000009
1635,2017-03-24,overcast clouds,13.450000000000045
1636,2017-03-25,sky is clear,13.990000000000009
1637,2017-03-26,mist,14.400000000000034
1638,2017-03-27,light intensity drizzle,14.5
1639,2017-03-28,moderate rain,16.77000000000004
1640,2017-03-29,mist,12.879999999999995
1641,2017-03-30,sky is clear,16.439999999999998
1642,2017-03-31,broken clouds,16.010000000000048
1643,2017-04-01,sky is clear,11.210000000000036
1644,2017-04-02,sky is clear,9.879999999999995
1645,2017-04-03,broken clouds,18.560000000000002
1646,2017-04-04,mist,16.0
1647,2017-04-05,light rain,17.30000000000001
1648,2017-04-06,overcast clouds,9.990000000000009
1649,2017-04-07,sky is clear,7.0
1650,2017-04-08,sky is clear,4.689999999999998
1651,2017-04-09,mist,4.0
1652,2017-04-10,sky is clear,9.79000000000002
1653,2017-04-11,sky is clear,13.310000000000002
1654,2017-04-12,sky is clear,15.550000000000011
1655,2017-04-13,sky is clear,18.911
1656,2017-04-14,overcast clouds,15.439999999999998
1657,2017-04-15,mist,15.29000000000002
1658,2017-04-16,mist,15.189999999999998
1659,2017-04-17,overcast clouds,17.110000000000014
1660,2017-04-18,mist,16.55000000000001
1661,2017-04-19,mist,17.100000000000023
1662,2017-04-20,fog,17.5
1663,2017-04-21,fog,17.590000000000032
1664,2017-04-22,sky is clear,15.770000000000039
1665,2017-04-23,moderate rain,17.200000000000045
1666,2017-04-24,light intensity drizzle,11.560000000000002
1667,2017-04-25,light rain,13.550000000000011
1668,2017-04-26,sky is clear,13.890000000000043
1669,2017-04-27,mist,19.0
1670,2017-04-28,fog,19.80000000000001
1671,2017-04-29,mist,20.200000000000045
1672,2017-04-30,overcast clouds,21.33000000000004
1673,2017-05-01,mist,21.670000000000016
1674,2017-05-02,sky is clear,12.439999999999998
1675,2017-05-03,sky is clear,12.890000000000043
1676,2017-05-04,mist,15.700000000000045
1677,2017-05-05,light intensity drizzle,9.110000000000014
1678,2017-05-06,scattered clouds,7.550000000000011
1679,2017-05-07,fog,9.210000000000036
1680,2017-05-08,sky is clear,10.879999999999995
1681,2017-05-09,sky is clear,13.29000000000002
1682,2017-05-10,sky is clear,15.629999999999995
1683,2017-05-11,sky is clear,18.090000000000032
1684,2017-05-12,haze,17.610000000000014
1685,2017-05-13,proximity thunderstorm,16.879999999999995
1686,2017-05-14,mist,13.760000000000048
1687,2017-05-15,mist,14.54000000000002
1688,2017-05-16,mist,15.980000000000018
1689,2017-05-17,sky is clear,18.560000000000002
1690,2017-05-18,broken clouds,21.689999999999998
1691,2017-05-19,broken clouds,21.890000000000043
1692,2017-05-20,sky is clear,19.78000000000003
1693,2017-05-21,mist,20.0
1694,2017-05-22,fog,19.890000000000043
1695,2017-05-23,mist,19.29000000000002
1696,2017-05-24,fog,18.5
1697,2017-05-25,moderate rain,13.550000000000011
1698,2017-05-26,sky is clear,11.970000000000027
1699,2017-05-27,haze,18.660000000000025
1700,2017-05-28,light rain,18.0
1701,2017-05-29,sky is clear,19.99000000000001
1702,2017-05-30,fog,19.390000000000043
1703,2017-05-31,light rain,18.670000000000016
1704,2017-06-01,fog,19.08000000000004
1705,2017-06-02,mist,19.0
1706,2017-06-03,mist,19.53000000000003
1707,2017-06-04,mist,21.900000000000034
1708,2017-06-05,mist,21.79000000000002
1709,2017-06-06,mist,21.340000000000032
1710,2017-06-07,scattered clouds,19.590000000000032
1711,2017-06-08,light rain,17.890000000000043
1712,2017-06-09,mist,16.77000000000004
1713,2017-06-10,mist,17.32000000000005
1714,2017-06-11,few clouds,19.590000000000032
1715,2017-06-12,mist,22.29000000000002
1716,2017-06-13,fog,20.49000000000001
1717,2017-06-14,fog,21.77000000000004
1718,2017-06-15,scattered clouds,21.33000000000004
1719,2017-06-16,broken clouds,19.55000000000001
1720,2017-06-17,sky is clear,19.77000000000004
1721,2017-06-18,broken clouds,21.77000000000004
1722,2017-06-19,scattered clouds,22.439999999999998
1723,2017-06-20,mist,22.33000000000004
1724,2017-06-21,overcast clouds,21.55000000000001
1725,2017-06-22,mist,21.660000000000025
1726,2017-06-23,mist,22.879999999999995
1727,2017-06-24,mist,22.560000000000002
1728,2017-06-25,sky is clear,19.689999999999998
1729,2017-06-26,sky is clear,16.379999999999995
1730,2017-06-27,mist,18.090000000000032
1731,2017-06-28,sky is clear,18.090000000000032
1732,2017-06-29,overcast clouds,22.33000000000004
1733,2017-06-30,mist,22.0
1734,2017-07-01,mist,22.090000000000032
1735,2017-07-02,scattered clouds,23.108367606
1736,2017-07-03,fog,22.200000000000045
1737,2017-07-04,mist,20.99000000000001
1738,2017-07-05,mist,21.77000000000004
1739,2017-07-06,light intensity drizzle,22.180000000000007
1740,2017-07-07,mist,22.28000000000003
1741,2017-07-08,mist,22.30000000000001
1742,2017-07-09,fog,20.33000000000004
1743,2017-07-10,mist,21.430000000000007
1744,2017-07-11,haze,22.090000000000032
1745,2017-07-12,fog,21.33000000000004
1746,2017-07-13,mist,22.55000000000001
1747,2017-07-14,mist,23.29000000000002
1748,2017-07-15,mist,22.110000000000014
1749,2017-07-16,moderate rain,22.689999999999998
1750,2017-07-17,light rain,20.689999999999998
1751,2017-07-18,fog,21.200000000000045
1752,2017-07-19,mist,22.620000000000005
1753,2017-07-20,mist,22.260000000000048
1754,2017-07-21,mist,22.99000000000001
1755,2017-07-22,mist,22.80000000000001
1756,2017-07-23,mist,23.439999999999998
1757,2017-07-24,haze,23.810000000000002
1758,2017-07-25,fog,22.5
1759,2017-07-26,mist,22.629999999999995
1760,2017-07-27,mist,22.360000000000014
1761,2017-07-28,fog,22.390000000000043
1762,2017-07-29,broken clouds,23.890000000000043
1763,2017-07-30,scattered clouds,21.090000000000032
1764,2017-07-31,sky is clear,18.260000000000048
1765,2017-08-01,sky is clear,17.80000000000001
1766,2017-08-02,sky is clear,19.79000000000002
1767,2017-08-03,sky is clear,20.450000000000045
1768,2017-08-04,mist,21.400000000000034
1769,2017-08-05,mist,21.400000000000034
1770,2017-08-06,mist,20.620000000000005
1771,2017-08-07,mist,22.689999999999998
1772,2017-08-08,mist,21.54000000000002
1773,2017-08-09,moderate rain,22.0
1774,2017-08-10,heavy intensity rain,22.400000000000034
1775,2017-08-11,fog,22.0
1776,2017-08-12,fog,22.390000000000043
1777,2017-08-13,mist,22.700000000000045
1778,2017-08-14,mist,23.0
1779,2017-08-15,mist,23.0
1780,2017-08-16,mist,23.08000000000004
1781,2017-08-17,mist,23.810000000000002
1782,2017-08-18,sky is clear,23.49000000000001
1783,2017-08-19,sky is clear,19.900000000000034
1784,2017-08-20,fog,19.99000000000001
1785,2017-08-21,mist,21.99000000000001
1786,2017-08-22,sky is clear,21.890000000000043
1787,2017-08-23,sky is clear,22.99000000000001
1788,2017-08-24,sky is clear,18.79000000000002
1789,2017-08-25,sky is clear,20.79000000000002
1790,2017-08-26,sky is clear,21.439999999999998
1791,2017-08-27,sky is clear,21.600000000000023
1792,2017-08-28,sky is clear,20.80000000000001
1793,2017-08-29,broken clouds,19.879999999999995
1794,2017-08-30,overcast clouds,21.55000000000001
1795,2017-08-31,mist,21.0
1796,2017-09-01,mist,23.0
1797,2017-09-02,sky is clear,16.27000000000004
1798,2017-09-03,mist,15.260000000000048
1799,2017-09-04,mist,14.980000000000018
1800,2017-09-05,mist,19.090000000000032
1801,2017-09-06,overcast clouds,17.80000000000001
1802,2017-09-07,sky is clear,11.350000000000023
1803,2017-09-08,mist,11.990000000000009
1804,2017-09-09,broken clouds,15.400000000000034
1805,2017-09-10,sky is clear,16.30000000000001
1806,2017-09-11,mist,13.490000000000009
1807,2017-09-12,drizzle,15.78000000000003
1808,2017-09-13,mist,16.200000000000045
1809,2017-09-14,mist,18.29000000000002
1810,2017-09-15,mist,16.900000000000034
1811,2017-09-16,mist,18.27000000000004
1812,2017-09-17,fog,18.590000000000032
1813,2017-09-18,fog,17.810000000000002
1814,2017-09-19,mist,17.49000000000001
1815,2017-09-20,fog,19.180000000000007
1816,2017-09-21,mist,19.439999999999998
1817,2017-09-22,mist,20.590000000000032
1818,2017-09-23,mist,19.450000000000045
1819,2017-09-24,mist,18.710000000000036
1820,2017-09-25,mist,19.090000000000032
1821,2017-09-26,sky is clear,17.590000000000032
1822,2017-09-27,mist,17.99000000000001
1823,2017-09-28,sky is clear,18.77000000000004
1824,2017-09-29,mist,18.810000000000002
1825,2017-09-30,scattered clouds,19.900000000000034
1826,2017-10-01,sky is clear,14.900000000000034
1827,2017-10-02,scattered clouds,14.82000000000005
1828,2017-10-03,sky is clear,15.990000000000009
1829,2017-10-04,sky is clear,14.990000000000009
1830,2017-10-05,sky is clear,12.800000000000011
1831,2017-10-06,sky is clear,15.170000000000016
1832,2017-10-07,mist,22.0
1833,2017-10-08,drizzle,23.400000000000034
1834,2017-10-09,thunderstorm with heavy rain,23.100000000000023
1835,2017-10-10,fog,22.54000000000002
1836,2017-10-11,mist,21.400000000000034
1837,2017-10-12,fog,19.460000000000036
1838,2017-10-13,light rain,20.450000000000045
1839,2017-10-14,overcast clouds,20.54000000000002
1840,2017-10-15,mist,18.29000000000002
1841,2017-10-16,light intensity drizzle,15.090000000000032
1842,2017-10-17,sky is clear,8.590000000000032
1843,2017-10-18,sky is clear,7.25
1844,2017-10-19,sky is clear,7.439999999999998
1845,2017-10-20,fog,7.360000000000014
1846,2017-10-21,sky is clear,10.189999999999998
1847,2017-10-22,broken clouds,13.620000000000005
1848,2017-10-23,mist,20.450000000000045
1849,2017-10-24,sky is clear,9.600000000000023
1850,2017-10-25,sky is clear,5.900000000000034
1851,2017-10-26,sky is clear,3.090000000000032
1852,2017-10-27,sky is clear,6.490000000000009
1853,2017-10-28,light rain,14.170000000000016
1854,2017-10-29,overcast clouds,3.4500000000000455
1855,2017-10-30,sky is clear,0.4000000000000341
1856,2017-10-31,sky is clear,5.580000000000041
1857,2017-11-01,sky is clear,7.300000000000011
1858,2017-11-02,overcast clouds,13.900000000000034
1859,2017-11-03,mist,12.990000000000009
1860,2017-11-04,mist,14.900000000000034
1861,2017-11-05,fog,17.110000000000014
1862,2017-11-06,fog,15.700000000000045
1863,2017-11-07,fog,17.55000000000001
1864,2017-11-08,light intensity drizzle,15.400000000000034
1865,2017-11-09,light intensity drizzle,9.890000000000043
1866,2017-11-10,mist,6.770000000000039
1867,2017-11-11,sky is clear,6.600000000000023
1868,2017-11-12,light intensity drizzle,7.78000000000003
1869,2017-11-13,fog,7.600000000000023
1870,2017-11-14,mist,5.8799999999999955
1871,2017-11-15,mist,3.580000000000041
1872,2017-11-16,overcast clouds,11.0
1873,2017-11-17,mist,2.5500000000000114
1874,2017-11-18,scattered clouds,7.770000000000039
1875,2017-11-19,overcast clouds,7.4500000000000455
1876,2017-11-20,sky is clear,0.09000000000003183
1877,2017-11-21,broken clouds,7.560000000000002
1878,2017-11-22,mist,9.550000000000011
1879,2017-11-23,scattered clouds,4.060000000000002
1880,2017-11-24,fog,2.580000000000041
1881,2017-11-25,fog,3.5400000000000205
1882,2017-11-26,sky is clear,6.980000000000018
1883,2017-11-27,sky is clear,0.75
1884,2017-11-28,sky is clear,2.170000000000016
1885,2017-11-29,fog,9.330000000000041
